ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
BEEknOFrVdU,30,40,"/m/03_d0,/m/04rlf","['japanese pop-punk', 'teenage female vocal', 'melodic singing', 'distorted electric guitar', 'bass guitar', 'fast-paced acoustic drums', 'happy', 'playful', 'uplifting', 'high tempo']","This is a Japanese pop-punk music piece. There is a teen female vocalist singing merrily and melodically in the English language. There is a distorted electric guitar playing the main tune with a bass guitar. The rhythmic background consists of a fast-paced punk beat being played on the acoustic drums. The atmosphere is uplifting. This piece could be used in the soundtrack of a teenage/young adult feelgood movie/TV show. It could also take place in the soundtrack of an animation movie or an anime.",9,False,True
BEZdszHKGTQ,20,30,"/m/03qjg,/m/085jw","['harmonica', 'guitar', 'live recording', 'tutorial video', 'acoustic guitar strumming', 'bluesy harmonica playing', 'bluesy guitar chords', 'male speaking']","This is a tutorial of a song that could be described as blues-rock. The performer plays the harmonica while strumming chords on an acoustic guitar. The feel of the instrumental is reflective, mellow and bluesy.",3,False,False
BGD7J6MP2C8,30,40,"/m/014zdl,/m/04rlf,/m/07rn7sz","['advertisement', 'sound effects', 'explosions', 'people grunting', 'car falling', 'things burning']","This is an excerpt from an advertisement that is all full of sound effects. There is a burning beam coming from the sky and blowing up the earth. Sounds of explosions can be heard as a car and multiple people jump to the sky and the people start grunting as they see their surroundings burning. The sounds from this track can be sampled to be used in beat-making and in soundboards.",9,False,True
BHu95Y_kVQA,30,40,"/m/04rlf,/m/05rwpb","['rock&roll', 'acoustic drum', 'e-bass', 'organ', 'e-guitar', 'male voice singing', 'uptempo', 'positive vibes']","This song contains acoustic drums playing a steady groove with an uplifting bassline that repeats itself. An e-guitar is playing a single note melody while strings and an organ are elevating the energy with long higher register chords. Some backing vocals are singing along to the strings while the male voice is singing his melody. This song may be playing on a sunny day at the park having a picnic.",6,True,True
BI8YQ3ueD24,30,40,"/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['diy', 'solo guitar', 'acoustic guitar strumming', 'room reverb', 'lo-fi', 'knocking on guitar', 'fingerstyle', 'finger snapping', 'bedroom recording', 'indie', 'slightly', 'hazy muffled', 'folk']","Intentionally lo-fi bedroom recording of acoustic guitar strumming, knocking and fingerstyle playing. Finger snaps can also be heard. There is a slightly muffled room reverb over everything. Has an indie folk DIY aesthetic.",8,False,True
BK2laUCyaH0,30,40,"/m/025td0t,/m/04rlf,/m/0fd3y","['instrumental', 'downtempo', 'electronic drums', 'electronic percussion', 'synth keyboard', 'sound effects', 'eerie', 'tense', 'intriguing', 'outer space']","This is an instrumental music piece composed of electronic/virtual elements. There is a repeated-theme of an eerie sound effect resembling a radar signal. Downtempo electronic drums and electronic percussion provide the rhythmic background. A synth keyboard plays the melody at a low-to-medium pitch. This piece could be used in movies/shows that take place in outer space.",9,False,True
BMPmavj4keA,190,200,"/m/04rlf,/m/07qqyl4","['rock music', 'sound effects', 'noise', 'explosion', 'crash', 'distorted electric guitar', 'acoustic drums', 'loud', 'violent']","This is a loud rock music piece played over two toy trains crashing. There is an even louder explosion sound effect whenever the toys crash. The distorted electric guitar plays a simple tune in the minor scale while the acoustic drums keep a basic rock beat as the rhythmic background.",9,False,True
BMgYWTTJv3s,240,250,"/m/01wy6,/m/02p0sh1,/m/04rlf","['turkish folk', 'arabesque', 'clarinet', 'qanun', 'saz', 'keyboard', 'bass guitar', 'acoustic drums', 'percussion', 'vibrant', 'emotional', 'heart-touching', 'live performance']","This is the live performance of a Turkish folk music piece with arabesque influences. The clarinet is playing the main melody in the lead at a medium-to-high pitch. A secondary melody is playing the qanun in the background. There are supportive elements in the melodic background such as the saz, the keyboard and the bass guitar. The acoustic drums are playing a mellow beat accompanied by rich percussion. There is a vibrant atmosphere in this piece. This could be playing in the background of a Turkish cuisine restaurant or a hookah place. It could also be used in the soundtrack of a Turkish soap opera.",9,True,True
BMxgDBoPv_0,0,10,"/m/01s0ps,/m/05148p4,/m/05r5c","['instrumental', 'slow tempo', 'keyboard harmony', 'pop', 'classic pop', 'melancholic', 'nostalgic', 'minimalist', 'song introduction', 'soft', 'mellow', 'romantic', 'melodic', 'emotional', 'sentimental', 'love song']","This music is a soft instrumental. The tempo is slow with a beautiful keyboard harmony. The music is soft, mellow, sentimental, nostalgic, melancholic and romantic. This song is classic pop.",7,False,False
BN6W6OQnVoE,30,40,"/m/04rlf,/m/07szfh9","['instrumental', 'medium fast tempo', 'electronic music', 'edm', 'atmospheric synthesiser', 'drum machine', 'elctronic arrangement', 'flute harmony', 'steady drumming', 'drone', 'avant-garde', 'indian classical', 'experimental', 'ambient', 'minimalist', 'futuristic', 'psychedelic', 'trance', 'meditative', 'electronic music']","This music is an Electronic instrumental. The tempo is medium fast with a mellifluous flute harmony with slick drum arrangements , sustained droning,and synthesiser articulations. The music is futuristic, contemporary, experimental, psychedelic, meditative,minimalist and ambient. This music is Electronic Dance Music.",7,False,True
BQ_KrefFiTw,30,40,"/m/02p0sh1,/m/04rlf","['iranian classical music', 'no singer', 'instrumental', 'tar', 'daf', 'vibrant', 'profound', 'eastern sounding']","This is an Iranian classical music piece. There is no singer in the piece. The melody is being played by the tar which is an Iranian lute. The rhythm is being played by the daf which is an Iranian percussion instrument. The atmosphere is profound. This piece could be playing in the background at an Iranian cuisine restaurant. It could also be used in the soundtrack of a mystery movie that takes place in the Middle East.",9,False,False
BRTHyoVgZT0,30,40,"/m/03r5q_,/m/04rlf,/m/06cqb","['polka', 'bowed strings', 'accordion', 'e-bass', 'acoustic drums', 'male', 'deeper voice singing', 'slow tempo']","The bass and drums build the foundation of this song with a simple grove with kick and snare. The strings support the snare with short bow strokes being percussive elements of the song. The male voice is singing in the lower to mid range, he sounds like telling a story. This song may be playing at home, cleaning the house and singing along.",6,True,True
BS2ZnUhmHj4,30,40,"/m/0140xf,/m/04rlf,/m/0gywn","['seasonal', 'wide harmonizing male vocals', 'flat male lead vocal', 'soft snare', 'groovy bass', 'punchy kick', 'simple piano chord progression', 'muffled bells melody', 'brass section progression', 'staccato strings melody', 'fun', 'happy', 'nostalgic', 'euphoric', 'excited', 'shimmering shaker bells']","This seasonal song features a flat male vocal, supported by wide harmonizing male vocals, singing over punchy kick, soft snare, groovy bass, shimmering shaker bells, muffled bells melody, staccato strings melody, brass section progression and simple piano chord progression. It sounds fun and happy, leaving the listener with the feelings of euphoria, nostalgia and excitement.",4,True,True
BSe5J0KlN3k,500,510,"/m/04rlf,/m/0jtg0","['bad audio quality', 'warbled string harmony', 'male singer chanting', 'slow tempo', 'psychedelic chanting', 'trippy music', 'trance', 'asian stringed instruments', 'meditational', 'high spirits', 'drunken stupor', 'vocal chanting', 'devotional', 'prayer chanting', 'deteriorated audio quality']","A male singer sings this chanting vocals. The song is slow tempo with stringed instrument harmony that warbles and creates a psychedelic effect with no percussion. The song is trance and probably a prayer chant. The song is poor in audio quality.",1,False,True
BT4env-Tw2o,30,40,"/m/0155w,/m/04rlf,/m/06j6l,/m/0ggx5q,/t/dd00035","['punkrock', 'e-guitar', 'e-bass', 'loud acoustic drums', 'male', 'screaming voice', 'synthesizer lead sound', 'energetic', 'medium to uptempo']","This song has a bassline that repeats itself playing along with a distorted guitar that supports the melody by playing the low notes along with slight variations and licks. The acoustic drums sound in the background but are played at full force. Fast paced with a lot of hits on different crashes and using a double bass kick. The male voice is screaming full force then a synthesizer lead sound is playing a simple melody that is panned to the right side of the speakers. This song may be playing at a live-concert jumping up and down enjoying the energetic energy of the surrounding and the music.",6,False,True
BTMWpYzpu5g,60,70,"/m/01p970,/m/026t6,/m/0l14md","['tabla', 'rhythmic percussion', 'violins', 'sitar', 'south asian music', 'indian music', 'traditional south asian music']","This is a traditional south asian song featuring the use of a pair of tablas for percussion, violins and a sitar. On the sitar, a rapid ascending melody is played in eighth notes. The song is played at a medium tempo and suitable for some energetic dancing.",3,False,False
BUzsQ6WohH4,30,40,"/m/015lz1,/m/016cjb,/m/04rlf,/m/04wptg","['male singer', 'slow tempo', 'inaudible lyrics', 'amateur recording', 'melodic', 'indistinct chatter', 'soft melody', 'emotional', 'distorted sound', 'violin symphony', 'guitar accompaniment', 'keyboard arrangement', 'muffled vocals', 'inferior audio quality', 'rock and rock', 'classic melody', 'pop', 'classic rock', 'retro', 'retro rock and roll', 'steady drumming']","A male vocalist sings this  melodic song. The tempo is medium with muffled vocals, violin harmony, rhythmic guitar , steady drumming and straight bass lines. The language and lyrics of the song are inaudible because of the amateur recording.This song is a Classic Rock and Roll.",7,False,True
BVonSUC3zIQ,20,30,"/m/085jw,/m/0l14l2","['jewish', 'religious', 'shofar', 'dog barking']","The Jewish religious instrument shofar is being played. It has a sound that resembles a bugle. In between each articulation, sounds of a dog barking can be heard coming from the street.",9,False,False
BWKQXn5xDwo,10,20,"/m/04rlf,/m/07p78v5","['ballad/pop', 'acoustic piano', 'female singer', 'digital drums', 'amateur recording', 'uptempo', 'sad']","An acoustic piano is playing a sad piece accompanied by a female singer. A simple digital drum with crash hits rounds up the composition. This song is an amateur recording but of decent quality. This song may be playing at  a talent show.",6,True,True
BWSJjF32tQA,240,250,"/m/04rlf,/m/0b9m1","['moog bass', 'keyboard accompaniment', 'experimental', 'experimental', 'abstract', 'art music', 'documentary soundtrack', 'instrumental music', 'memdium tempo', 'organ accompaniment', 'strong bass line', 'emotional', 'melancholic', 'poignant', 'playful', 'inspirational', 'motivational', 'new age', 'song introduction']","The song is an instrumental. The song is medium tempo with a moog bass accompaniment, keyboard organ tone and a strong bass line. The song is emotional and poignant. The song is a new age pop soundtrack.",1,False,True
BWvKAcOV_co,30,40,"/m/018j2,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y","['instrumental', 'fast tempo', 'banjo', 'stringed instrument', 'country music', 'folk music', 'bluegrass', 'popping sound', 'snappy', 'vibration', 'lively', 'spirited', 'melodic', 'engaging', 'pleasant', 'skilful']","This music is a lively Banjo instrumental. The tempo is fast with the musician dexterously playing a very spirited, vivacious and complex harmony. There is no other instrument accompaniment. This instrument is often heard in Country and Bluegrass.",7,False,True
